county,precinct,office,district,party,last_name,first_name,votes
ADAIR,001 SW BENTON-1,U.S. Senate,,REP,Talent,James,235
ADAIR,002 SE BENTON-2,U.S. Senate,,REP,Talent,James,511
ADAIR,003 SE BENTON-3,U.S. Senate,,REP,Talent,James,219
ADAIR,004 NE BENTON-4,U.S. Senate,,REP,Talent,James,328
ADAIR,005 NE BENTON-5,U.S. Senate,,REP,Talent,James,358
ADAIR,006 NE BENTON-6,U.S. Senate,,REP,Talent,James,471
ADAIR,007 TSU-BENTON,U.S. Senate,,REP,Talent,James,107
ADAIR,008 RURAL BENTON,U.S. Senate,,REP,Talent,James,764
ADAIR,009 BRASHEAR,U.S. Senate,,REP,Talent,James,435
ADAIR,010 NOVINGER,U.S. Senate,,REP,Talent,James,386
ADAIR,0998 Federal,U.S. Senate,,REP,Talent,James,0
ADAIR,0999 Absentee,U.S. Senate,,REP,Talent,James,483
ADAIR,12 WRITE IN,U.S. Senate,,REP,Talent,James,0
ADAIR,001 SW BENTON-1,U.S. Senate,,DEM,McCaskill,Claire,221
ADAIR,002 SE BENTON-2,U.S. Senate,,DEM,McCaskill,Claire,428
ADAIR,003 SE BENTON-3,U.S. Senate,,DEM,McCaskill,Claire,285
ADAIR,004 NE BENTON-4,U.S. Senate,,DEM,McCaskill,Claire,348
ADAIR,005 NE BENTON-5,U.S. Senate,,DEM,McCaskill,Claire,285
ADAIR,006 NE BENTON-6,U.S. Senate,,DEM,McCaskill,Claire,395
ADAIR,007 TSU-BENTON,U.S. Senate,,DEM,McCaskill,Claire,256
ADAIR,008 RURAL BENTON,U.S. Senate,,DEM,McCaskill,Claire,480
ADAIR,009 BRASHEAR,U.S. Senate,,DEM,McCaskill,Claire,222
ADAIR,010 NOVINGER,U.S. Senate,,DEM,McCaskill,Claire,300
ADAIR,0998 Federal,U.S. Senate,,DEM,McCaskill,Claire,0
ADAIR,0999 Absentee,U.S. Senate,,DEM,McCaskill,Claire,431
ADAIR,12 WRITE IN,U.S. Senate,,DEM,McCaskill,Claire,0
ADAIR,001 SW BENTON-1,U.S. Senate,,LIB,Gilmour,Everett,8
ADAIR,002 SE BENTON-2,U.S. Senate,,LIB,Gilmour,Everett,15
ADAIR,003 SE BENTON-3,U.S. Senate,,LIB,Gilmour,Everett,15
ADAIR,004 NE BENTON-4,U.S. Senate,,LIB,Gilmour,Everett,5
ADAIR,005 NE BENTON-5,U.S. Senate,,LIB,Gilmour,Everett,8
ADAIR,006 NE BENTON-6,U.S. Senate,,LIB,Gilmour,Everett,6
ADAIR,007 TSU-BENTON,U.S. Senate,,LIB,Gilmour,Everett,11
ADAIR,008 RURAL BENTON,U.S. Senate,,LIB,Gilmour,Everett,18
ADAIR,009 BRASHEAR,U.S. Senate,,LIB,Gilmour,Everett,7
ADAIR,010 NOVINGER,U.S. Senate,,LIB,Gilmour,Everett,18
ADAIR,0998 Federal,U.S. Senate,,LIB,Gilmour,Everett,0
ADAIR,0999 Absentee,U.S. Senate,,LIB,Gilmour,Everett,17
ADAIR,12 WRITE IN,U.S. Senate,,LIB,Gilmour,Everett,0
ADAIR,001 SW BENTON-1,U.S. Senate,,PRG,Lewis,Lydia,4
ADAIR,002 SE BENTON-2,U.S. Senate,,PRG,Lewis,Lydia,7
ADAIR,003 SE BENTON-3,U.S. Senate,,PRG,Lewis,Lydia,2
ADAIR,004 NE BENTON-4,U.S. Senate,,PRG,Lewis,Lydia,10
ADAIR,005 NE BENTON-5,U.S. Senate,,PRG,Lewis,Lydia,4
ADAIR,006 NE BENTON-6,U.S. Senate,,PRG,Lewis,Lydia,7
ADAIR,007 TSU-BENTON,U.S. Senate,,PRG,Lewis,Lydia,4
ADAIR,008 RURAL BENTON,U.S. Senate,,PRG,Lewis,Lydia,8
ADAIR,009 BRASHEAR,U.S. Senate,,PRG,Lewis,Lydia,6
ADAIR,010 NOVINGER,U.S. Senate,,PRG,Lewis,Lydia,13
ADAIR,0998 Federal,U.S. Senate,,PRG,Lewis,Lydia,0
ADAIR,0999 Absentee,U.S. Senate,,PRG,Lewis,Lydia,3
ADAIR,12 WRITE IN,U.S. Senate,,PRG,Lewis,Lydia,0
ADAIR,001 SW BENTON-1,U.S. Senate,,WI,Barrett,Don,0
ADAIR,001 SW BENTON-1,U.S. Senate,,WI,Shortland,Arthur,0
ADAIR,002 SE BENTON-2,U.S. Senate,,WI,Barrett,Don,0
ADAIR,002 SE BENTON-2,U.S. Senate,,WI,Shortland,Arthur,0
ADAIR,003 SE BENTON-3,U.S. Senate,,WI,Barrett,Don,0
ADAIR,003 SE BENTON-3,U.S. Senate,,WI,Shortland,Arthur,0
ADAIR,004 NE BENTON-4,U.S. Senate,,WI,Barrett,Don,0
ADAIR,004 NE BENTON-4,U.S. Senate,,WI,Shortland,Arthur,0
ADAIR,005 NE BENTON-5,U.S. Senate,,WI,Barrett,Don,0
ADAIR,005 NE BENTON-5,U.S. Senate,,WI,Shortland,Arthur,0
ADAIR,006 NE BENTON-6,U.S. Senate,,WI,Barrett,Don,0
ADAIR,006 NE BENTON-6,U.S. Senate,,WI,Shortland,Arthur,0
ADAIR,007 TSU-BENTON,U.S. Senate,,WI,Barrett,Don,0
ADAIR,007 TSU-BENTON,U.S. Senate,,WI,Shortland,Arthur,0
ADAIR,008 RURAL BENTON,U.S. Senate,,WI,Barrett,Don,0
ADAIR,008 RURAL BENTON,U.S. Senate,,WI,Shortland,Arthur,0
ADAIR,009 BRASHEAR,U.S. Senate,,WI,Barrett,Don,0
ADAIR,009 BRASHEAR,U.S. Senate,,WI,Shortland,Arthur,0
