county,precinct,office,district,candidate,party,votes
Stone,Alpine,Registered Voters,,,,485
Stone,Alpine,Ballots Cast,,,,320
Stone,Alpine,President/Vice President,,Donald J. Trump/Michael R.,REP,263
Stone,Alpine,President/Vice President,,Joseph R. Biden/Kamala D.,DEM,50
Stone,Alpine,President/Vice President,,Jo Jorgensen/Jeremy,LIB,1
Stone,Alpine,President/Vice President,,Howie Hawkins/Angela,GRN,1
Stone,Alpine,President/Vice President,,Don Blankenship/William,UST,0
Stone,Alpine,President/Vice President,,Kasey Wells/Rachel Wells,,0
Stone,Alpine,President/Vice President,,Jade Simmons/Claudeliah J.,,0
Stone,Alpine,President/Vice President,,Brian Carroll/Amar Patel,,0
Stone,Alpine,President/Vice President,,Gloria LaRiva/Sunil Freeman,,0
Stone,Alpine,President/Vice President,,Write-In,,2
Stone,Alpine,Governor,,Mike Parson,REP,260
Stone,Alpine,Governor,,Nicole Galloway,DEM,48
Stone,Alpine,Governor,,Rik Combs,LIB,4
Stone,Alpine,Governor,,Jerome Howard Bauer,GRN,3
Stone,Alpine,Governor,,Arnie C. AC Dienoff,,0
Stone,Alpine,Governor,,Theo (Ted) Brown Sr,,0
Stone,Alpine,Governor,,Martin Lindstedt,,0
Stone,Alpine,Governor,,Write-In,,2
Stone,Alpine,Lieutenant Governor,,Mike Kehoe,REP,256
Stone,Alpine,Lieutenant Governor,,Alissia Canady,DEM,50
Stone,Alpine,Lieutenant Governor,,Bill Slantz,LIB,4
Stone,Alpine,Lieutenant Governor,,Kelley Dragoo,GRN,2
Stone,Alpine,Lieutenant Governor,,Jeremy Gundel,,0
Stone,Alpine,Lieutenant Governor,,Write-In,,2
Stone,Alpine,Secretary of State,,John R. (Jay) Ashcroft,REP,249
Stone,Alpine,Secretary of State,,Yinka Faleti,DEM,58
Stone,Alpine,Secretary of State,,Carl Herman Freese,LIB,4
Stone,Alpine,Secretary of State,,Paul Lehmann,GRN,0
Stone,Alpine,Secretary of State,,Paul Venable,CST,2
