county,precinct,office,district,party,last_name,first_name,votes
ADAIR,001 SW BENTON-1,U.S. Senate,,DEM,Carnahan,Robin,154
ADAIR,002 SE BENTON-2,U.S. Senate,,DEM,Carnahan,Robin,338
ADAIR,003 SE BENTON-3,U.S. Senate,,DEM,Carnahan,Robin,254
ADAIR,004 NE BENTON-4,U.S. Senate,,DEM,Carnahan,Robin,287
ADAIR,005 NE BENTON-5,U.S. Senate,,DEM,Carnahan,Robin,250
ADAIR,006 NE BENTON-6,U.S. Senate,,DEM,Carnahan,Robin,306
ADAIR,007 TSU-BENTON,U.S. Senate,,DEM,Carnahan,Robin,102
ADAIR,008 RURAL BENTON,U.S. Senate,,DEM,Carnahan,Robin,370
ADAIR,009 BRASHEAR,U.S. Senate,,DEM,Carnahan,Robin,181
ADAIR,010 NOVINGER,U.S. Senate,,DEM,Carnahan,Robin,244
ADAIR,0998 FEDERAL,U.S. Senate,,DEM,Carnahan,Robin,0
ADAIR,0999 ABSENTEE,U.S. Senate,,DEM,Carnahan,Robin,386
ADAIR,12 WRITE IN,U.S. Senate,,DEM,Carnahan,Robin,0
ADAIR,001 SW BENTON-1,U.S. Senate,,REP,Blunt,Roy,224
ADAIR,002 SE BENTON-2,U.S. Senate,,REP,Blunt,Roy,498
ADAIR,003 SE BENTON-3,U.S. Senate,,REP,Blunt,Roy,196
ADAIR,004 NE BENTON-4,U.S. Senate,,REP,Blunt,Roy,288
ADAIR,005 NE BENTON-5,U.S. Senate,,REP,Blunt,Roy,360
ADAIR,006 NE BENTON-6,U.S. Senate,,REP,Blunt,Roy,478
ADAIR,007 TSU-BENTON,U.S. Senate,,REP,Blunt,Roy,40
ADAIR,008 RURAL BENTON,U.S. Senate,,REP,Blunt,Roy,822
ADAIR,009 BRASHEAR,U.S. Senate,,REP,Blunt,Roy,466
ADAIR,010 NOVINGER,U.S. Senate,,REP,Blunt,Roy,512
ADAIR,0998 FEDERAL,U.S. Senate,,REP,Blunt,Roy,0
ADAIR,0999 ABSENTEE,U.S. Senate,,REP,Blunt,Roy,580
ADAIR,12 WRITE IN,U.S. Senate,,REP,Blunt,Roy,0
ADAIR,001 SW BENTON-1,U.S. Senate,,LIB,Dine,Jonathan,10
ADAIR,002 SE BENTON-2,U.S. Senate,,LIB,Dine,Jonathan,21
ADAIR,003 SE BENTON-3,U.S. Senate,,LIB,Dine,Jonathan,7
ADAIR,004 NE BENTON-4,U.S. Senate,,LIB,Dine,Jonathan,12
ADAIR,005 NE BENTON-5,U.S. Senate,,LIB,Dine,Jonathan,7
ADAIR,006 NE BENTON-6,U.S. Senate,,LIB,Dine,Jonathan,15
ADAIR,007 TSU-BENTON,U.S. Senate,,LIB,Dine,Jonathan,9
ADAIR,008 RURAL BENTON,U.S. Senate,,LIB,Dine,Jonathan,24
ADAIR,009 BRASHEAR,U.S. Senate,,LIB,Dine,Jonathan,11
ADAIR,010 NOVINGER,U.S. Senate,,LIB,Dine,Jonathan,21
ADAIR,0998 FEDERAL,U.S. Senate,,LIB,Dine,Jonathan,0
ADAIR,0999 ABSENTEE,U.S. Senate,,LIB,Dine,Jonathan,19
ADAIR,12 WRITE IN,U.S. Senate,,LIB,Dine,Jonathan,0
ADAIR,001 SW BENTON-1,U.S. Senate,,CST,Beck,Jerry,13
ADAIR,002 SE BENTON-2,U.S. Senate,,CST,Beck,Jerry,10
ADAIR,003 SE BENTON-3,U.S. Senate,,CST,Beck,Jerry,0
ADAIR,004 NE BENTON-4,U.S. Senate,,CST,Beck,Jerry,8
ADAIR,005 NE BENTON-5,U.S. Senate,,CST,Beck,Jerry,10
ADAIR,006 NE BENTON-6,U.S. Senate,,CST,Beck,Jerry,7
ADAIR,007 TSU-BENTON,U.S. Senate,,CST,Beck,Jerry,0
ADAIR,008 RURAL BENTON,U.S. Senate,,CST,Beck,Jerry,14
ADAIR,009 BRASHEAR,U.S. Senate,,CST,Beck,Jerry,15
ADAIR,010 NOVINGER,U.S. Senate,,CST,Beck,Jerry,11
ADAIR,0998 FEDERAL,U.S. Senate,,CST,Beck,Jerry,0
ADAIR,0999 ABSENTEE,U.S. Senate,,CST,Beck,Jerry,9
ADAIR,12 WRITE IN,U.S. Senate,,CST,Beck,Jerry,0
ADAIR,001 SW BENTON-1,U.S. Senate,,WI,Miller,Frazier ,0
ADAIR,002 SE BENTON-2,U.S. Senate,,WI,Miller,Frazier ,0
ADAIR,003 SE BENTON-3,U.S. Senate,,WI,Miller,Frazier ,0
ADAIR,004 NE BENTON-4,U.S. Senate,,WI,Miller,Frazier ,0
ADAIR,005 NE BENTON-5,U.S. Senate,,WI,Miller,Frazier ,0
ADAIR,006 NE BENTON-6,U.S. Senate,,WI,Miller,Frazier ,0
ADAIR,007 TSU-BENTON,U.S. Senate,,WI,Miller,Frazier ,0
ADAIR,008 RURAL BENTON,U.S. Senate,,WI,Miller,Frazier ,0
ADAIR,009 BRASHEAR,U.S. Senate,,WI,Miller,Frazier ,0
ADAIR,010 NOVINGER,U.S. Senate,,WI,Miller,Frazier ,0
ADAIR,0998 FEDERAL,U.S. Senate,,WI,Miller,Frazier ,0
ADAIR,0999 ABSENTEE,U.S. Senate,,WI,Miller,Frazier ,0
ADAIR,12 WRITE IN,U.S. Senate,,WI,Miller,Frazier ,0
ADAIR,001 SW BENTON-1,U.S. Senate,,WI2,Memoly,Mark,0
ADAIR,002 SE BENTON-2,U.S. Senate,,WI2,Memoly,Mark,0
ADAIR,003 SE BENTON-3,U.S. Senate,,WI2,Memoly,Mark,0
ADAIR,004 NE BENTON-4,U.S. Senate,,WI2,Memoly,Mark,0
ADAIR,005 NE BENTON-5,U.S. Senate,,WI2,Memoly,Mark,0
ADAIR,006 NE BENTON-6,U.S. Senate,,WI2,Memoly,Mark,0
ADAIR,007 TSU-BENTON,U.S. Senate,,WI2,Memoly,Mark,0
ADAIR,008 RURAL BENTON,U.S. Senate,,WI2,Memoly,Mark,0
ADAIR,009 BRASHEAR,U.S. Senate,,WI2,Memoly,Mark,0
ADAIR,010 NOVINGER,U.S. Senate,,WI2,Memoly,Mark,0
ADAIR,0998 FEDERAL,U.S. Senate,,WI2,Memoly,Mark,0
ADAIR,0999 ABSENTEE,U.S. Senate,,WI2,Memoly,Mark,0
ADAIR,12 WRITE IN,U.S. Senate,,WI2,Memoly,Mark,0
ADAIR,001 SW BENTON-1,U.S. Senate,,WI3,Wirick,Jeff,0
ADAIR,002 SE BENTON-2,U.S. Senate,,WI3,Wirick,Jeff,0
ADAIR,003 SE BENTON-3,U.S. Senate,,WI3,Wirick,Jeff,0
ADAIR,004 NE BENTON-4,U.S. Senate,,WI3,Wirick,Jeff,0
ADAIR,005 NE BENTON-5,U.S. Senate,,WI3,Wirick,Jeff,0
ADAIR,006 NE BENTON-6,U.S. Senate,,WI3,Wirick,Jeff,0
ADAIR,007 TSU-BENTON,U.S. Senate,,WI3,Wirick,Jeff,0
ADAIR,008 RURAL BENTON,U.S. Senate,,WI3,Wirick,Jeff,0
ADAIR,009 BRASHEAR,U.S. Senate,,WI3,Wirick,Jeff,0
ADAIR,010 NOVINGER,U.S. Senate,,WI3,Wirick,Jeff,0
ADAIR,0998 FEDERAL,U.S. Senate,,WI3,Wirick,Jeff,0
ADAIR,0999 ABSENTEE,U.S. Senate,,WI3,Wirick,Jeff,0
ADAIR,12 WRITE IN,U.S. Senate,,WI3,Wirick,Jeff,0
ADAIR,001 SW BENTON-1,U.S. Senate,,WI4,Wolfe,Richie,0
ADAIR,002 SE BENTON-2,U.S. Senate,,WI4,Wolfe,Richie,0
ADAIR,003 SE BENTON-3,U.S. Senate,,WI4,Wolfe,Richie,0
ADAIR,004 NE BENTON-4,U.S. Senate,,WI4,Wolfe,Richie,0
ADAIR,005 NE BENTON-5,U.S. Senate,,WI4,Wolfe,Richie,0
ADAIR,006 NE BENTON-6,U.S. Senate,,WI4,Wolfe,Richie,0
ADAIR,007 TSU-BENTON,U.S. Senate,,WI4,Wolfe,Richie,0
ADAIR,008 RURAL BENTON,U.S. Senate,,WI4,Wolfe,Richie,0
